Order,Ref,Ref_name,DS_SS,Response,Comparison,Control,Type,Tx_mean,Tx_n,Tx_sd,Cx_mean,Cx_n,Cx_sd,SD_pool,Diff_in_means,ES,Hedges_d,Var_d,SE_d,CI_lo_d,CI_up_d,Tx_percent_dead,Tx_n_total,Tx_n_dead,Cx_percent_dead,Cx_n_total,Cx_n_dead,Tx_percent_dead_adj,Tx_n_total_adj,Tx_n_dead_adj,Cx_percent_dead_adj,Cx_n_total_adj,Cx_n_dead_adj,Tx_prob_mort,Cx_prob_mort,logRR,logRR_var,Observed_O,Expected_O_hat,O_hat_var_diff,logOR,logOR_var,Binary_sed_burial,Binary_regression_design,Binary_binary_data_only,Binary_repeated_measures,Binary_control_in_study,Ocean,Region,Updated_Genus,Updated_species,Coral_age_class,Treatment,Exp_details,Other_conditions,Sed_level_standardized,Sed_exposure,Sed_exposure_UoM,Sed_exposure_days,Sed_exposure_mg_cm2,Sed_exposure_mg_d_L,Sed_duration_class,Sed_source,Sed_mineralogy,Sed_grain_class,Sed_grain_micron,Sed_grain_category,Sed_application,Surface_direction,Surface_direction_deg,Coral_age_at_start_expt_days,Coral_age_at_end_expt_days,Coral_days_old_baseline,Additional_notes,
822,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GD,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Stylophora,pistillata,adult,Day 5 of sediment exposure,n/a,,40,5,d,5,200,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
823,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GD,0,,9.3,4,10.4,0,4,5,8.16,9.3,1.14,0.99,0.561,0.749,-0.48,2.46,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Stylophora,pistillata,adult,Day 6 of sediment exposure,n/a,,40,6,d,6,240,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
824,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GD,0,,13.2,4,15.2,0,4,5,11.31,13.2,1.167,1.013,0.564,0.751,-0.46,2.49,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Stylophora,pistillata,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
825,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GE,2,,0,4,5,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Goniastrea,retiformis,adult,Day 0 - pre-sediment exposure,n/a,,0,0,d,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
826,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GE,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Goniastrea,retiformis,adult,Day 1 of sediment exposure,n/a,,40,1,d,1,40,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
827,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GE,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Goniastrea,retiformis,adult,Day 2 of sediment exposure,n/a,,40,2,d,2,80,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
828,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GE,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Goniastrea,retiformis,adult,Day 3 of sediment exposure,n/a,,40,3,d,3,120,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
829,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GE,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Goniastrea,retiformis,adult,Day 4 of sediment exposure,n/a,,40,4,d,4,160,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
830,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GE,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Goniastrea,retiformis,adult,Day 5 of sediment exposure,n/a,,40,5,d,5,200,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
831,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GE,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Goniastrea,retiformis,adult,Day 6 of sediment exposure,n/a,,40,6,d,6,240,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
832,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GE,0,,3.5,4,9,0,4,5,7.28,3.5,0.481,0.418,0.511,0.715,-0.98,1.82,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Goniastrea,retiformis,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
833,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GF,2,,0,4,5,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Montipora,stellata,adult,Day 0 - pre-sediment exposure,n/a,,0,0,d,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
834,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GF,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Montipora,stellata,adult,Day 1 of sediment exposure,n/a,,40,1,d,1,40,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
835,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GF,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Montipora,stellata,adult,Day 2 of sediment exposure,n/a,,40,2,d,2,80,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
836,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GF,0,,10.4,4,10.4,0,4,5,8.16,10.4,1.275,1.107,0.577,0.759,-0.38,2.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Montipora,stellata,adult,Day 3 of sediment exposure,n/a,,40,3,d,3,120,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
837,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GF,0,,12.5,4,11.1,0,4,5,8.61,12.5,1.452,1.261,0.599,0.774,-0.26,2.78,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Montipora,stellata,adult,Day 4 of sediment exposure,n/a,,40,4,d,4,160,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
838,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GF,0,,17.4,4,11.8,0,4,5,9.06,17.4,1.92,1.668,0.674,0.821,0.06,3.28,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Montipora,stellata,adult,Day 5 of sediment exposure,n/a,,40,5,d,5,200,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
839,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GF,0,,16.7,4,11.8,0,4,5,9.06,16.7,1.843,1.601,0.66,0.812,0.01,3.19,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Montipora,stellata,adult,Day 6 of sediment exposure,n/a,,40,6,d,6,240,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
840,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GF,0,,16.7,4,11.8,0,4,5,9.06,16.7,1.843,1.601,0.66,0.812,0.01,3.19,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Montipora,stellata,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
841,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GG,2,,0,4,5,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Seriatopora,hystrix,adult,Day 0 - pre-sediment exposure,n/a,,0,0,d,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,,
842,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GG,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Seriatopora,hystrix,adult,Day 1 of sediment exposure,n/a,,40,1,d,1,40,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
843,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GG,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Seriatopora,hystrix,adult,Day 2 of sediment exposure,n/a,,40,2,d,2,80,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
844,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GG,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Seriatopora,hystrix,adult,Day 3 of sediment exposure,n/a,,40,3,d,3,120,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
845,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GG,0,,0,4,5,0,4,5,5,0,0,0,0.5,0.707,-1.39,1.39,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Seriatopora,hystrix,adult,Day 4 of sediment exposure,n/a,,40,4,d,4,160,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
846,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GG,0,,6.1,4,6.8,0,4,5,5.97,6.1,1.022,0.888,0.549,0.741,-0.56,2.34,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Seriatopora,hystrix,adult,Day 5 of sediment exposure,n/a,,40,5,d,5,200,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
847,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GG,0,,6.1,4,6.8,0,4,5,5.97,6.1,1.022,0.888,0.549,0.741,-0.56,2.34,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Seriatopora,hystrix,adult,Day 6 of sediment exposure,n/a,,40,6,d,6,240,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
848,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,GG,0,,6.1,4,6.8,0,4,5,5.97,6.1,1.022,0.888,0.549,0.741,-0.56,2.34,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Seriatopora,hystrix,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,,
849,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,,-1,,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Euphyllia,ancora,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,,,,,,,,,,,,,
850,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,,-1,,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Favia,speciosa,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,,,,,,,,,,,,,
851,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,,-1,,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Galaxea,fascicularis,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,,,,,,,,,,,,,
852,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,,-1,,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Goniopora,tenuidens,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,,,,,,,,,,,,,
853,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,,-1,,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Pachyseris,rugosa,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,,,,,,,,,,,,,
854,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,,-1,,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Pectinia,alcicornis,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,,,,,,,,,,,,,
855,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,,-1,,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Pocillopora,verrucosa,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,,,,,,,,,,,,,
856,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,,-1,,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Trachyphyllia,geoffroyi,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,,,,,,,,,,,,,
857,DS08b,Hodgson 1989 PhD Chapter IV - lab,DS,partialmortality,,-1,,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,Pacific,South China Sea,Turbinaria,peltata,adult,Day 7 of sediment exposure,n/a,,40,7,d,7,280,,short,,,,,,,,,,,,,
858,DS01,Babcock and Davies 1991,DS,settlement,GH,1,,1.3,3,0.45,1.3,3,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Control (no sediment),Tank 1,,0.5,2,d,2,1.02,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,top,0,,,,,
859,DS01,Babcock and Davies 1991,DS,settlement,GH,0,,1.91,3,0.61,1.3,3,0.45,0.54,0.61,1.131,0.903,0.735,0.857,-0.78,2.58,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Control (no sediment),Tank 2,,1.2,2,d,2,2.4,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,top,0,,,,,
860,DS01,Babcock and Davies 1991,DS,settlement,GH,0,,0.23,3,0.11,1.3,3,0.45,0.33,-1.07,-3.248,-2.591,1.226,1.107,-4.76,-0.42,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Low sediment,Tank 3,,3.1,2,d,2,6.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,top,0,,,,,
861,DS01,Babcock and Davies 1991,DS,settlement,GH,0,,0.25,3,0.06,1.3,3,0.45,0.32,-1.06,-3.261,-2.602,1.231,1.109,-4.78,-0.43,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Low sediment,Tank 4,,3.1,2,d,2,6.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,top,0,,,,,
862,DS01,Babcock and Davies 1991,DS,settlement,GH,0,,0.07,3,0.07,1.3,3,0.45,0.32,-1.23,-3.806,-3.037,1.435,1.198,-5.39,-0.69,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Medium sediment,Tank 5,,6.1,2,d,2,12.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,top,0,,,,,
863,DS01,Babcock and Davies 1991,DS,settlement,GH,0,,0.07,3,0.03,1.3,3,0.45,0.32,-1.23,-3.831,-3.056,1.445,1.202,-5.41,-0.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Medium sediment,Tank 6,,7,2,d,2,14,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,top,0,,,,,
864,DS01,Babcock and Davies 1991,DS,settlement,GH,0,,0,3,0,1.3,3,0.45,0.32,-1.3,-4.06,-3.24,1.541,1.241,-5.67,-0.81,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,High sediment,Tank 7,,108.6,2,d,2,217.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,top,0,,,,,
865,DS01,Babcock and Davies 1991,DS,settlement,GH,0,,0,3,0,1.3,3,0.45,0.32,-1.3,-4.06,-3.24,1.541,1.241,-5.67,-0.81,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,High sediment,Tank 8,,325.6,2,d,2,651.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,top,0,,,,,
866,DS01,Babcock and Davies 1991,DS,settlement,GI,1,,1.64,6,0.95,1.64,6,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Control (no sediment),Tank 1 and 2,,0.9,2,d,2,1.71,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,bottom,180,,,,,
867,DS01,Babcock and Davies 1991,DS,settlement,GI,0,,0.26,6,0.11,1.64,6,0.95,0.67,-1.37,-2.04,-1.882,0.481,0.693,-3.24,-0.52,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Low sediment,Tank 3 and 4,,3.1,2,d,2,6.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,bottom,180,,,,,
868,DS01,Babcock and Davies 1991,DS,settlement,GI,0,,0.13,6,0.08,1.64,6,0.95,0.67,-1.51,-2.245,-2.072,0.512,0.716,-3.47,-0.67,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Medium sediment,Tank 5 and 6,,6.6,2,d,2,13.1,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,bottom,180,,,,,
869,DS01,Babcock and Davies 1991,DS,settlement,GI,0,,0,6,0,1.64,6,0.95,0.67,-1.64,-2.446,-2.257,0.546,0.739,-3.7,-0.81,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,High sediment,Tank 7 and 8,,217.1,2,d,2,434.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,bottom,180,,,,,
870,DS01,Babcock and Davies 1991,DS,settlement,GJ,1,,1.05,6,1.1,1.05,6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Control (no sediment),Tank 1 and 2,,0.9,2,d,2,1.71,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,bottom,180,,,,,
871,DS01,Babcock and Davies 1991,DS,settlement,GJ,0,,2.05,6,0.59,1.05,6,1.1,0.88,1,1.135,1.048,0.379,0.616,-0.16,2.25,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Low sediment,Tank 3 and 4,,3.1,2,d,2,6.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,bottom,180,,,,,
872,DS01,Babcock and Davies 1991,DS,settlement,GJ,0,,2.36,6,1.73,1.05,6,1.1,1.45,1.31,0.904,0.834,0.362,0.602,-0.35,2.01,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Medium sediment,Tank 5 and 6,,6.6,2,d,2,13.1,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,bottom,180,,,,,
873,DS01,Babcock and Davies 1991,DS,settlement,GJ,0,,1.86,6,1.21,1.05,6,1.1,1.15,0.81,0.701,0.647,0.351,0.592,-0.51,1.81,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,High sediment,Tank 7 and 8,,217.1,2,d,2,434.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,bottom,180,,,,,
874,DS01,Babcock and Davies 1991,DS,settlement,GK,1,,2.34,6,0.68,2.34,6,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Control (no sediment),Tank 1 and 2,,0.9,2,d,2,1.71,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,side vertical,90,,,,,
875,DS01,Babcock and Davies 1991,DS,settlement,GK,0,,3.16,6,1.43,2.34,6,0.68,1.12,0.82,0.73,0.674,0.352,0.594,-0.49,1.84,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Low sediment,Tank 3 and 4,,3.1,2,d,2,6.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,side vertical,90,,,,,
876,DS01,Babcock and Davies 1991,DS,settlement,GK,0,,3.87,6,1.83,2.34,6,0.68,1.38,1.53,1.112,1.026,0.377,0.614,-0.18,2.23,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Medium sediment,Tank 5 and 6,,6.6,2,d,2,13.1,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,side vertical,90,,,,,
877,DS01,Babcock and Davies 1991,DS,settlement,GK,0,,4.33,6,3.47,2.34,6,0.68,2.5,1.99,0.796,0.734,0.356,0.596,-0.43,1.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,High sediment,Tank 7 and 8,,217.1,2,d,2,434.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,side vertical,90,,,,,
878,DS01,Babcock and Davies 1991,DS,settlement,GL,1,,4.93,6,1.64,4.93,6,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Control (no sediment),Tank 1 and 2,,0.9,2,d,2,1.71,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,during_settlement,all,all,,,,,
879,DS01,Babcock and Davies 1991,DS,settlement,GL,0,,5.16,6,2.57,4.93,6,1.64,2.16,0.23,0.107,0.098,0.334,0.578,-1.03,1.23,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Low sediment,Tank 3 and 4,,3.1,2,d,2,6.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,all,all,,,,,
880,DS01,Babcock and Davies 1991,DS,settlement,GL,0,,5.84,6,3.41,4.93,6,1.64,2.67,0.92,0.342,0.316,0.337,0.581,-0.82,1.45,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,Medium sediment,Tank 5 and 6,,6.6,2,d,2,13.1,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,all,all,,,,,
881,DS01,Babcock and Davies 1991,DS,settlement,GL,0,,5.67,6,4.18,4.93,6,1.64,3.18,0.74,0.232,0.214,0.335,0.579,-0.92,1.35,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Great Barrier Reef,Acropora,millepora,larva,High sediment,Tank 7 and 8,,217.1,2,d,2,434.2,,short,marine,carbonate and terrigenous,2b - fine sand,n/s,2 - fine,during_settlement,all,all,,,,,
882,DS02,Babcock and Smith 2000,DS,settlement,GM,1,,2.13,16,2.06,2.13,16,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Western Australia,Acropora,millepora,larva,Control (no sediment),4 days after larvae deployment,,1.32,4,d,4,5.28,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,pre_during_post_settlement,bottom,180,,,,,
883,DS02,Babcock and Smith 2000,DS,settlement,GM,0,,1.58,16,1.72,2.13,16,2.06,1.9,-0.54,-0.285,-0.278,0.126,0.355,-0.97,0.42,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Western Australia,Acropora,millepora,larva,Sediment treatment,4 days after larvae deployment,,11.7,4,d,4,46.8,,short,terrestrial,terrigenous,1 - silt,n/s,1 - very fine,pre_during_post_settlement,bottom,180,,,,,
884,DS02,Babcock and Smith 2000,DS,settlement,GN,1,,0.26,16,0.56,0.26,16,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Western Australia,Acropora,millepora,larva,Control (no sediment),4 days after larvae deployment,,1.32,4,d,4,5.28,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,pre_during_post_settlement,side vertical,90,,,,,
885,DS02,Babcock and Smith 2000,DS,settlement,GN,0,,0.14,16,0.27,0.26,16,0.56,0.44,-0.12,-0.264,-0.258,0.126,0.355,-0.95,0.44,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Western Australia,Acropora,millepora,larva,Sediment treatment,4 days after larvae deployment,,11.7,4,d,4,46.8,,short,terrestrial,terrigenous,1 - silt,n/s,1 - very fine,pre_during_post_settlement,side vertical,90,,,,,
886,DS02,Babcock and Smith 2000,DS,settlement,GO,1,,0.06,16,0.27,0.06,16,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,Pacific,Western Australia,Acropora,millepora,larva,Control (no sediment),4 days after larvae deployment,,1.32,4,d,4,5.28,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,pre_during_post_settlement,top,0,,,,,
